0.405um,0.56um,0.83um,1.15um,1.5um,2um,2.65um,3.5um,4.6um,5.85um,7.25um,9um,11um,13um,15um,17um,19um,21um,23.5um,26.5um,29.5um,32.5um,35.5um,38.5um
5,44,108,78,238,339,213,57,35,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0
7,50,94,78,222,346,254,43,30,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0
9,55,107,61,206,316,218,56,30,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0
7,28,75,66,198,274,258,63,38,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0
4,35,73,52,168,307,240,62,45,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,67,75,181,295,267,45,43,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
8,41,87,64,230,300,219,53,28,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,31,83,58,224,276,243,70,36,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0
5,33,88,62,209,282,225,70,30,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7,44,64,70,211,293,278,54,43,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0
13,37,75,74,190,297,233,62,38,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,49,70,63,200,298,235,54,40,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0
4,37,74,62,204,264,289,54,38,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0
11,33,86,73,218,299,268,42,28,15,5,2,1,2,0,0,0,0,0,0,0,0,0,0
6,48,88,67,229,345,248,49,36,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10,43,87,58,185,287,270,55,40,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0
5,49,106,82,195,346,234,49,29,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0
6,33,71,79,208,301,251,62,37,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,35,74,52,184,323,219,58,32,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0
4,34,70,69,210,273,232,50,48,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0
7,52,90,88,191,312,264,51,32,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,39,89,65,230,318,256,53,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,53,100,74,224,343,257,54,33,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,47,96,73,211,303,271,49,39,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,46,82,65,223,321,262,59,33,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2,31,70,54,198,328,240,50,33,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,48,86,87,226,327,254,48,30,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
9,56,103,74,247,348,229,54,40,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,68,124,84,228,341,220,33,32,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,71,111,105,257,365,226,45,26,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
5,66,103,89,225,330,231,65,39,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0
11,46,113,94,239,343,240,50,30,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,62,103,80,232,304,239,54,36,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,43,80,90,231,326,249,52,42,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,43,93,72,221,321,256,69,37,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0
12,38,79,51,208,310,274,55,33,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,53,88,78,216,307,245,53,32,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0
11,50,100,73,252,311,251,54,30,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,42,77,75,230,278,252,61,41,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0
10,63,110,85,230,324,257,46,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,46,107,88,265,327,239,47,30,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,62,108,93,204,299,252,58,32,11,1,2,2,0,0,0,0,0,0,0,0,0,0,0
3,48,87,53,181,331,267,54,44,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0
6,48,91,89,217,330,236,60,25,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0
11,50,99,92,224,331,247,46,32,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,40,71,66,194,306,282,65,37,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
6,20,42,42,160,267,261,53,51,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,24,62,36,146,292,280,68,46,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2,25,76,54,177,305,255,61,34,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,29,76,51,163,279,271,48,39,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
4,35,78,72,199,284,261,54,47,7,5,2,3,1,0,0,0,0,0,0,0,0,0,0
3,32,68,64,195,289,250,56,37,13,4,1,1,0,0,0,0,0,0,0,0,0,0,0
9,43,97,75,197,297,268,62,32,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,34,77,58,211,302,244,64,51,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,40,75,82,213,290,255,58,37,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,40,91,72,225,292,255,47,36,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,38,87,81,238,300,238,48,39,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0
14,34,95,70,228,334,246,58,40,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42,96,65,200,313,265,59,46,12,3,1,0,0,1,0,0,0,0,0,0,0,0,0
7,57,97,67,192,311,261,60,54,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,40,87,71,242,298,228,58,41,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
6,30,84,56,190,332,257,60,29,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10,37,102,73,210,321,269,52,36,9,5,1,2,0,0,0,0,0,0,0,0,0,0,0
14,54,106,90,230,314,270,58,44,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
12,45,93,65,218,317,252,59,31,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0
7,52,85,61,224,311,254,54,35,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,48,78,68,213,317,286,31,35,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
7,43,75,74,182,307,260,64,35,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,30,79,87,235,351,243,51,40,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0
5,30,93,72,212,286,260,57,38,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0
4,33,80,72,234,262,257,57,40,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0
5,34,72,64,220,338,257,47,41,9,3,2,0,1,0,0,0,0,0,0,0,0,0,0
8,55,85,84,228,304,255,46,49,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0
7,54,87,68,241,319,237,51,47,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2,54,101,82,223,289,259,51,33,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
7,40,96,86,232,295,248,51,30,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,35,72,79,215,306,251,57,45,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40,85,54,203,342,253,52,39,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9,43,97,71,248,314,232,57,42,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
13,65,104,90,224,307,240,52,39,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0
9,50,100,89,217,308,249,49,31,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0
12,61,87,86,244,338,239,50,32,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
5,41,82,84,237,321,257,40,36,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0
12,31,75,63,190,285,251,60,40,13,5,0,1,0,1,0,0,0,0,0,0,0,0,0
8,36,86,66,188,311,254,81,40,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,32,72,52,227,304,255,56,44,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0
3,44,85,81,228,272,256,53,47,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0
4,48,97,82,234,320,259,48,27,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6,40,96,66,214,311,260,51,47,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,48,84,69,214,308,234,47,33,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,42,96,77,220,314,291,60,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,42,112,77,208,305,262,55,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,47,99,76,217,333,268,59,35,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
5,45,116,79,238,339,236,48,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,45,99,82,227,314,252,45,44,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0
7,48,98,73,232,300,283,58,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,55,85,82,226,354,260,61,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47,87,85,226,312,249,51,32,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14,57,105,71,217,324,245,45,26,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,54,92,78,186,337,236,55,27,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,46,106,69,233,285,246,57,33,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6,44,91,84,243,274,218,44,30,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0
6,46,101,74,216,293,254,62,27,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,46,76,88,220,341,235,54,31,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3,49,83,74,209,345,243,51,38,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0
7,41,81,81,225,305,277,47,34,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
11,43,81,91,203,328,253,51,34,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0
8,46,88,56,202,327,256,61,36,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,38,85,83,214,315,255,50,34,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
5,26,81,64,215,313,258,49,35,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0
6,36,96,68,199,319,241,68,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47,76,87,219,292,260,51,34,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
15,48,99,92,242,347,288,45,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,52,69,65,210,323,261,71,35,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
9,46,67,58,213,287,261,58,40,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,35,97,89,213,336,244,44,36,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,40,70,85,211,334,281,54,38,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
16,44,63,67,207,272,236,66,39,14,2,2,1,0,0,0,0,0,0,0,0,0,0,0
12,32,87,94,249,324,209,44,37,8,6,1,1,0,1,0,0,0,0,0,0,0,0,0
6,41,74,68,202,313,222,62,35,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
9,38,90,62,185,317,264,52,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,35,79,55,199,294,246,74,45,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47,98,60,206,268,260,48,35,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
9,32,80,58,201,300,268,67,43,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0
8,38,52,48,144,295,279,49,33,10,1,3,0,1,0,0,0,0,0,0,0,0,0,0
3,32,47,62,169,288,267,58,38,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0
5,37,68,58,186,276,261,64,45,11,1,2,2,1,0,0,0,0,0,0,0,0,0,0
5,28,72,57,211,290,261,56,41,11,3,0,2,0,0,0,0,0,0,0,0,0,0,0
4,27,80,77,187,319,253,55,39,10,3,0,1,1,0,0,0,0,0,0,0,0,0,0
5,37,66,68,186,304,261,56,44,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4,22,52,49,168,263,263,76,48,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2,18,50,53,141,264,277,87,58,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,68,42,180,272,249,67,55,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,78,65,203,304,254,49,25,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
1,38,83,72,220,314,269,51,30,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0
9,38,83,67,202,306,261,64,36,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,48,104,64,234,315,234,61,28,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,100,99,252,326,214,49,26,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
8,45,77,62,220,293,237,66,33,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0
10,55,102,93,209,299,214,58,29,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6,40,97,78,202,327,252,55,26,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0
5,54,91,77,232,316,244,53,33,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0
15,49,86,71,222,315,275,52,32,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
13,39,114,59,233,307,234,40,36,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
12,42,84,67,234,300,249,56,25,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
11,49,99,81,233,333,236,58,30,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
14,42,101,78,230,316,242,55,41,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
7,34,83,74,209,302,253,40,32,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
10,47,98,81,227,298,238,55,31,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6,48,79,66,202,313,235,60,41,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
4,55,84,66,209,293,248,51,29,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0
5,30,80,51,194,342,270,68,28,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9,43,74,54,183,288,258,71,40,8,5,1,2,0,0,0,0,0,0,0,0,0,0,0
4,28,58,68,187,281,258,61,33,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,43,64,65,199,301,288,73,45,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46,72,60,195,267,258,62,32,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,28,70,49,181,249,262,52,40,11,3,0,2,0,0,0,0,0,0,0,0,0,0,0
3,32,72,66,205,282,265,54,30,11,4,0,1,1,0,0,0,0,0,0,0,0,0,0
8,24,54,58,184,282,251,77,37,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0
4,35,64,67,197,293,250,69,44,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,42,104,71,212,335,212,67,28,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
10,55,116,105,226,378,251,62,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,38,97,68,235,306,268,42,43,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
10,52,103,82,231,310,239,46,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,53,101,90,249,315,258,55,21,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14,72,109,99,268,323,233,31,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,63,125,101,280,352,237,44,46,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14,40,126,89,262,312,248,61,43,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6,60,89,76,224,303,261,55,22,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11,68,116,74,267,338,261,54,37,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,74,133,107,249,301,223,33,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,58,120,73,249,361,244,45,28,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,38,69,80,221,309,217,37,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,43,65,192,288,255,64,39,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0
10,23,60,66,207,296,251,68,34,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2,40,80,66,183,282,221,58,30,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0
10,36,72,66,188,307,253,46,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,37,89,65,175,282,286,57,35,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,30,71,46,203,300,257,48,34,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
3,42,74,66,212,277,262,52,35,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,46,77,80,206,306,239,36,34,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0
12,45,103,79,235,313,267,47,32,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
13,44,111,80,239,310,246,56,50,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,42,126,81,263,314,250,41,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,47,78,78,246,344,256,60,27,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,35,103,75,224,351,266,60,27,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,44,104,81,259,300,249,54,36,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
10,49,114,81,241,345,256,47,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,47,87,67,200,332,250,65,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,30,79,65,177,351,256,63,35,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31,70,73,216,295,231,48,41,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,34,72,53,197,319,245,42,55,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,39,82,77,210,309,262,52,32,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,37,88,76,231,318,272,39,30,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,77,51,203,293,256,72,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,33,80,76,184,301,260,74,33,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0
4,35,74,82,220,296,256,57,35,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,32,60,59,195,291,239,59,33,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2,34,72,73,174,296,250,63,43,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
5,34,78,71,184,281,269,54,41,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,31,89,61,179,267,254,59,46,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0
7,44,82,57,211,307,236,66,34,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,49,82,59,219,294,273,57,38,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
10,39,81,69,222,332,244,48,44,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,51,117,79,247,308,251,57,38,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4,40,79,60,215,307,241,64,48,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,70,67,221,329,252,71,43,14,3,0,2,0,0,0,0,0,0,0,0,0,0,0
5,57,70,53,237,272,229,54,36,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2,35,83,59,184,295,253,62,38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,74,64,184,271,265,56,52,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,76,64,216,323,263,54,33,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0
7,47,94,62,171,294,222,50,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,46,94,60,224,327,236,51,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,47,83,68,215,301,255,69,34,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
9,34,75,56,195,330,229,61,40,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0
10,39,89,68,209,286,254,63,41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,79,57,182,290,249,60,43,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4,38,66,49,175,284,251,51,39,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0
9,35,78,78,210,310,245,50,36,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,33,79,61,172,260,252,56,37,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,66,66,182,278,243,49,40,11,4,1,1,0,1,0,0,0,0,0,0,0,0,0
