0.405um,0.56um,0.83um,1.15um,1.5um,2um,2.65um,3.5um,4.6um,5.85um,7.25um,9um,11um,13um,15um,17um,19um,21um,23.5um,26.5um,29.5um,32.5um,35.5um,38.5um
0,0,0,0,0,0,1,4,10,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,7,6,3,1,2,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,5,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,3,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,6,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,8,6,2,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,5,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,5,6,5,1,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,4,3,3,1,3,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,5,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,5,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,5,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,10,4,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,3,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,4,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,7,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,17,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,4,6,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,10,19,3,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,2,4,11,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,7,14,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,4,14,21,9,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,6,13,2,3,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0
